sentence1,sentence2,score
Surat Penerimaan Dan Sokongan Kepada Pemohon Laksanakan Pembinaan Infrastruktur Pelan Jendela Adalah Palsu,Terdapat Ancaman Bom Di Bangunan Hospital Pakar KPJ Seremban?,0.0
Waspada Aplikasi Mudah Alih Yang Menggunakan Nama & Logo BNM,Klinik Kesihatan Sri Rampai Ditutup Akibat COVID-19 Adalah Palsu,0.0
Dakwaan Ketua Pengarah Kesihatan Telah Meletakkan Jawatan Adalah Tidak Benar,Terdapat Kes Rogol Membabitkan Warga Pakistan Di Daerah Kota Marudu?,0.0
Dakwaan Kononnya Pautan Pada Status WhatsApp Akan Menyebabkan Data Peribadi Dan Maklumat Akaun Bank Dipindahkan Kepada Sindiket Penipuan Adalah Tidak Benar,Permohonan Bagi Jawatan Inspektor Dan Konstabel PDRM Dibuka?,0.0
Anggota Polis Hanya Bantu Pergerakan Pedati Bagi Mematuhi SOP Yang Telah Ditetapkan,Makluman: Harga Runcit Produk Petroleum Bagi Tempoh 16 Oktober hingga 22 Oktober 2025,0.0
Video Kekecohan Antara Penduduk Rumah Panjang Dengan Beberapa Anggota Polis Bukan Di Kawasan Pasai Siong Tengah,"Waspada Dalam Membuat Pelaburan, Kes Penipuan Firma Klon Meningkat",0.0
Pekerja Wanita Disaman Kerana Tidak Mematuhi Beberapa SOP,Penjelasan Berkenaan Kes COVID-19 Di Port Dickson dan Anggota Kesihatan Klinik...,0.0
Waspada Akaun Media Sosial Palsu Yang Menggunakan Nama MAVCOM,Pelancong China Meninggal Dunia Dalam Bas Dari CIQ Ke KLIA2 Kerana...,0.0
Poster Amaran Henti Guna Hashtag #SiBodohKauDengarSini Bukan Dikeluarkan Oleh MCMC,Makluman: Penetapan Tarikh Bagi Menjalankan PRU Dewan Undangan Sabah ke-17,0.0
Dakwaan PKP Akan Dilaksanakan Di Seluruh Negeri Kedah Bermula 18 Sehingga 31 Januari 2021 Adalah Tidak Benar,Tiada Kes COVID-19 Dalam Kalangan Penghuni Dan Banduan Di Penjara Kajang,0.0
"Waspada E-mel Menang Hadiah Wang Tunai RM100,000 PETRONAS Mesra Bonanza Yang Kononnya Daripada PETRONAS","Pemberian Elaun Sebanyak RM3,000 Kepada Sesiapa Yang Dibuang Kerja Semasa Tempoh...",0.0
Dakwaan Kononnya Penduduk Rumah Panjang Pasai Siong Dikuarantin Di Dewan Suarah Sibu Adalah Tidak Benar,Waspada Dengan Sindiket Penipuan Tabung Derma Palestin,0.0
"Poster Perutusan Khas YAB Perdana Menteri Pada 8 Januari 2021, Jam 4 Petang Adalah Tidak Benar",Mesej Tular Wisma Satok Sebagai Zon Merah Adalah Palsu,0.0
Waspada E-mel Palsu Yang Menggunakan Logo Pos Malaysia,Kesemua Jemaah Haji Tajaan Yayasan 1MDB Dibatalkan?,0.0
Dakwaan Mesej Bahawa Penumpang Kenderaan Yang Tidak Memakai Tali Pinggang Keledar Belakang Dikenakan Tindakan Saman Di Lebuhraya Utara Selatan Adalah Tidak Benar,Dakwaan Sistem PADU Digodam Adalah Tidak Benar,0.0
Keratan Akhbar Dakwa Musim Sejuk Akan Melanda Malaysia Adalah Berita Tidak Benar,Waspada Panggilan Telefon Dari Nombor Yang Tidak Dikenali Yang Menyamar Sebagai...,0.0
Dakwaan Bahawa Hasil Bedah Siasat Doktor Di Itali Ke Atas Pesakit COVID-19 Menemui Punca Kematian Bukan Disebabkan Oleh Virus Adalah Tidak Benar,"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Pusat Latihan Polis Langkawi, Padang Mat Sirat, Pulau Langkawi, Kedah pada 19 November 2025",0.0
Dakwaan Takungan Air Kobat Akan Dilepaskan Ke Sungai Bukit Rangin Adalah Tidak Benar,Penjelasan Berkenaan Penularan Kes COVID-19 Di HTAR Klang,0.0
Video Mendakwa Terdapat Buaya Di Kawasan Pelabuhan Pulau Pinang Adalah Video Lama,Waspada Angin Kencang Dan Laut Bergelora Di Beberapa Perairan Malaysia Yang...,0.0
Waspada Mesej Palsu Berkenaan Status Permohonan i-Sinar,Waspada Panggilan Telefon Dari Nombor Yang Tidak Dikenali Yang Menyamar Sebagai...,0.0
"Tiada PKPB Di Daerah Kuantan, Pahang Mulai 18 Disember 2020",Dakwaan Majlis Perbandaran Manjung Dalam Perancangan Untuk Melaksanakan PKPD Adalah Palsu,0.0
Waspada Panggilan Palsu Yang Mendakwa Daripada SPA Berhubung Urusan Tindakan Tatatertib,KWSP Tidak Mengeluarkan SMS Berkaitan Sekatan Pengeluaran i-Citra,0.0
Waspada Dengan Penipuan Menggunakan Maklumat Peribadi Yang Diperolehi Melalui Bungkusan Pembelian...,Emel Daripada TNB Meminta Untuk Kemaskini Akaun?,0.0
Waspada Surat Palsu Yang Menggunakan Kepala Surat MCMC Pulau Pinang,Mesej Terdapat 15 Bayi & Kanak-Kanak Perlukan Penjagaan Kerana Rumah Anak Yatim Akan Ditutup Adalah Mesej Tidak Benar Dan Ditularkan Semula,0.0
Dakwaan Terdapat 60 Orang Pesakit Positif COVID-19 Di Kampung Pasir Putih...,Terdapat Produk Herba Untuk Memulih & Mencegah Demam Denggi?,0.0
Pihak JAKIM Tidak Beri Pengesahan Halal Pada Air Hujan,Waspada Laman Sesawang Palsu CIDB,0.0
Waspada Panggilan Telefon Dari Nombor Yang Tidak Dikenali Yang Menyamar Sebagai...,"Dakwaan Tiada Lagi Ucapan Kalimah ‘Wallahi, Wabillahi, Watallahi’ Dalam Majlis Mengangkat Sumpah Ahli Parlimen Adalah Tidak Benar",0.0
Tiada Pekerja Panjat Pagar Keluar Dari Kawasan PKPD Top Glove,Mi Segera Ramyeon Samyang Dari Korea Tidak Halal?,0.0
Waspada Aplikasi Palsu Yang Meminta Maklumat Ahli KWSP Berkenaan Permohonan i-Sinar,Makluman: Lencongan Jalan dan Penyuraian Trafik Sempena Mesyuarat Pengerusian ASEAN Ke-47 (ASEAN SUMMIT 2025) pada 26 hingga 28 Oktober 2025,0.0
Pekerja Warga Asing Yang Memakai Gelang ‘Pink’ Di Tapak Pembinaan Adalah...,Sebarang Sumbangan Peralatan Boleh Berhubung Terus Dengan Pihak Hospital Beaufort,0.0
Dakwaan Rakaman Video Wanita Bunuh Diri Di Genting Highlands Adalah Video...,"Poster MKN Berkenaan Larangan Dine-In Di Restoran/ Kedai Makan Bagi Kawasan PKP, PKPB & PKPP Berkuatkuasa Dari 13 April – 12 May 2021 Adalah Poster Yang Diubahsuai",0.0
Video Tular Program Keagamaan Di Kuil Batu Caves Adalah Video Lama,Waspada Pelawaan Pekerjaan Sektor Awam Oleh Pihak Ketiga Yang Menggunakan Nama...,0.0
Dakwaan Tidak Perlu Surat Kebenaran Merentas Daerah Di Kedah Adalah Tidak...,Penjelasan Rasional Logo Malaysia Madani,0.0
Dakwaan Bahawa LPT Lanchang Banjir Adalah Tidak Benar,Dakwaan Rakaman Video Penunggang Foodpanda Dijangkiti COVID-19 Di Jalan Klang Lama...,0.0
Waspada Surat/ Notis ‘Cukai Pengeluaran Peribadi Melebihi Had’ Yang Menggunakan Logo...,Tesco Kajang Dan Setia Alam Tutup Bagi Tujuan Disinfeksi Kerana Kakitangan...,0.0
Dakwaan Terdapat Anggota PPK Hospital Sultanah Aminah Johor Bahru Positif COVID-19...,Seorang Pelajar Perempuan Sekolah Agama Di Segamat Diculik?,0.0
"Bukan Kes COVID-19, Tetapi Mengalami Sakit Dada",Gambar TBS Sesak Dan Padat Adalah Gambar Lama,0.0
Tiada Larangan Rentas Negeri Di Melaka,Makluman: Harga Runcit Produk Petroleum Bagi Tempoh 30 Oktober hingga 5 November 2025,0.0
Dakwaan 18 Anggota Polis Di IPK Pulau Pinang Disahkan Positif COVID-19...,"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Kudat, Sabah dan Kuala Selangor, Selangor pada 24 November 2025",0.0
Tiada Keadaan Darurat Diisytiharkan Di 4 Negeri Oleh KP Kesihatan,Waspada Terhadap Akaun Palsu Yang Menyamar Sebagai KDYMM SPB Yang di-Pertuan Agong Sultan Ibrahim,0.0
Aktiviti Banci Secara Bersemuka Masih Berjalan Seperti Biasa,Resit Sesi Temuduga JPN Yang Ditularkan Adalah Tidak Benar,0.0
"Dakwaan Bahawa Terdapat Sebuah Sekolah Di Seelong, Kulai Ditutup Akibat Penularan...",Polis Keluar Amaran Pengganas Daesh Suntik Virus HIV?,0.0
Waspada Panggilan Telefon Kononnya Daripada Pihak TM Dan Mendakwa Talian Telefon...,Ayam Di Pasar Raya Bebas Daripada Jangkitan COVID-19,0.0
Dakwaan Klip Video Kononnya Terdapat Kes Positif COVID-19 Di Klinik Kesihatan...,Waspada Dari Mendedahkan Maklumat Bank Di Media Sosial Untuk Terima Duit...,0.0
Tiada Arahan Sekatan Perjalanan Keluar Negeri Kepada Penjawat Awam Di Pahang,Waspada Panggilan Telefon Sindiket Yang Kononnya Pegawai Polis,0.0
KKM Tidak Pernah Mengeluarkan Kenyataan Berkenaan Penguatkuasaan Larangan Rentas Daerah Di...,Waspada Taktik Penipuan Yang Menawarkan Perkhidmatan Berkaitan Usikan Meter TNB,0.0
TEKUN Nasional Tidak Pernah Melantik Orang Tengah Dalam Urusan Permohonan Pinjaman...,"Kanak-Kanak Meninggal Dunia Akibat HFMD Di Kluang, Johor?",0.0
Tiada Pengumuman Daripada YAB Perdana Menteri Berkenaan Pelaksanaan PKP Di Sabah,"Poster MKN Berkenaan Larangan Dine-In Di Restoran/ Kedai Makan Bagi Kawasan PKP, PKPB & PKPP Berkuatkuasa Dari 13 April – 12 May 2021 Adalah Poster Yang Diubahsuai",0.0
Dakwaan Mesej Kononnya Terdapat Warga ATM Dijangkiti COVID-19 Sewaktu Proses Pengundian...,Menteri Kewangan Keluarkan Kenyataan Mengenai Kaum Tertentu?,0.0
Wanita Dengan Tag Merah Jambu Di Sebuah Premis Makanan Di Temerloh...,Jangan Pamer Kertas Undi Pos Di Media Sosial,0.0
KDN Tidak Pernah Mengeluarkan Sebarang Perakuan Pelantikan Mana-Mana Syarikat Bagi Menguruskan...,Gula-Gula White Rabbit Mengandungi DNA Babi?,0.0
Waspada Dengan Mesej Sindiket Yang Menyamar Sebagai Institusi Kewangan,Mesej Terdapat 15 Bayi & Kanak-Kanak Perlukan Penjagaan Kerana Rumah Anak Yatim Akan Ditutup Adalah Mesej Tidak Benar Dan Ditularkan Semula,0.0
Waspada SMS Yang Menyamar Sebagai Pihak Maybank,Dakwaan Klip Video Kononnya Terdapat Kes Positif COVID-19 Di Klinik Kesihatan...,0.0
Waspada Dengan Sindiket Pinjaman Wang Secara Dalam Talian,Peperiksaan UPSRx dan PT3x Bukan Di Bawah Kendalian Lembaga Peperiksaan dan...,0.0
"Tiada Penculikan Kanak-Kanak Di Pantai Teluk Kemang, Port Dickson",SPRM Hantar Surat Untuk Tutup Kes?,0.0
Waspada Pembelian Perabot Di Platform Facebook,Dakwaan Kawasan Indera Mahkota 2 Akan Dikenakan PKPD Mulai 10 April...,0.0
Peperiksaan UPSRx dan PT3x Bukan Di Bawah Kendalian Lembaga Peperiksaan dan...,Waspada Iklan Yang Menawarkan Lesen Memandu ‘Terbang’,0.0
Kenyataan Kononnya Daripada Pegawai Perubatan HKL Berkenaan Polisi Dan Gerak Kerja...,Dakwaan 1.2 Juta Pelancong China Tidak Keluar Dari Malaysia Adalah Tidak Tepat,0.0
Senarai Kawasan Zon Merah Di Kedah Adalah Palsu,Waspada Dengan Penipuan Menggunakan Maklumat Peribadi Yang Diperolehi Melalui Bungkusan Pembelian...,0.0
Perkongsian Pemakaian Pelitup Muka Seperti Yang Tular Adalah Kurang Tepat,Dakwaan Penutupan Laluan Gerik – Jeli Akibat Banjir Adalah Tidak Benar,0.0
Arahan Menggesa Supaya Ibu Bapa Dan Pelajar Yang Beraya Di Daerah...,TNB Menasihatkan Pemilik Kenderaan Dalam Menghadapi Cuaca Panas Ekoran Fenomena El-Nino?,0.0
2 Individu Dilihat Memakai Gelang Merah Jambu Di Kawasan Parkir Bukit...,Waspada Tawaran Pakej Haji Tanpa Giliran dan Menggunakan Visa-Visa Selain Visa Haji,0.0
Dakwaan Penggunaan Termometer Inframerah Tanpa Sentuh Boleh Menyebabkan Kecederaan Kepada Otak...,Senarai Kawasan Zon Merah Di Kedah Adalah Palsu,0.0
Mesej Terdapat SOP Perjalanan/ Melancong Baharu Bermula 1 Ogos 2020...,Makluman: Penebusan Baucar Perlindungan Tenang 3.0 (PTV3.0),0.0
Tiada Kes Kemalangan Tergelincir Akibat Melanggar Bungkusan Minyak Masak,Mesej Kononnya SOP Terkini Oleh MKN Berkenaan Pelaksanaan Lockdown Adalah Tidak Benar,0.0
Waspada Sindiket Penipuan Yang Meminta Maklumat Peribadi Dan Bayaran Bagi Menjalani...,Waspada Modus Operandi Penipuan Suntikan Modal,0.0
Tiada Penularan Wabak COVID-19 Dalam Kalangan Pelajar Sekolah Di Tawau,Makluman: Penebusan Baucar Perlindungan Tenang 3.0 (PTV3.0),0.0
Mesej Pengumuman Kononnya Kerajaan Akan Mengenakan Undang-Undang Saman Tanpa Amaran Kepada...,Dakwaan Seorang Wanita Menggunakan Kabel Polis Dungun Untuk Rentas Negeri Adalah...,0.0
Kementerian Kewangan Tidak Pernah Mengeluarkan Surat Permohonan Untuk Syarikat Pengendalian Aktiviti...,Makluman: Harga Runcit Produk Petroleum Bagi Tempoh 7 Ogos Hingga 13 Ogos 2025,0.0
Perutusan Khas YAB Perdana Menteri Perkembangan Terkini PKPP Akan Bersiaran Secara...,"Makluman: Pengukuhan Kawalan Sekuriti di Pelabuhan Bintulu, Sarawak",0.0
"Dakwaan Terdapat Aktiviti Pelacuran Di Hotel Sahara, Muar Adalah Gambar Lama",Waspada Tawaran Pakej Haji Tanpa Giliran dan Menggunakan Visa-Visa Selain Visa Haji,0.0
Penjelasan Berkenaan Mesej Kononnya Jangkitan COVID-19 Menular Di UTC Seremban,Waspada Tawaran Pinjaman Mikro Menggunakan Nama Dan Logo PERKESO,0.0
KPKT Tidak Pernah Melantik Ejen Atau Individu Bagi Permohonan PPR,Dakwaan Wanita Hamil Yang Positif COVID-19 Di Kuala Krai Disahkan Negatif...,0.0
"Dakwaan Terdapat Kluster COVID-19 Di Luyang, Sabah Adalah Tidak Benar",Makluman: Harga Runcit Produk Petroleum Bagi Tempoh 22 Mei Hingga 28 Mei 2025,0.0
Saluran Telegram “COVID_19 KKM” Adalah Palsu,Waspada Terhadap Sindiket Penipuan Meminta Untuk Memuat Turun Aplikasi Tidak Sah (APK) Pembelian Dalam Talian,0.0
Pelajar Tingkatan 1 Hingga 4 Akan Kembali Ke Sekolah Pada 12...,Makluman: Harga Runcit Produk Petroleum Bagi Tempoh 16 Oktober hingga 22 Oktober 2025,0.0
Saluran Telegram Atas Nama “MINDEF Malaysia” Adalah Palsu,Penjelasan Video Tular Berkaitan Kebenaran Rentas Negeri Dan Daerah Bagi Mereka Yang Telah Lengkap 2 Dos Vaksin,0.0
Akaun Telegram Yang Diwujudkan Atas Nama ‘Jab. Perdana Menteri’ Adalah Akaun...,"Bantuan RM1,200 Dikreditkan Ke Dalam MyKad Adalah Tidak Benar",0.0
"Pemandu Kereta Sebabkan Kemalangan Di Jalan Ara Kuda, Tasek Gelugor Tidak...",2 Pesakit Cina Yang Dijangkiti Koronavirus 2019-nCoV Telah Dimasukkan Ke Hospital...,0.0
Produk Frankfurter Ayam Jenama Rahmat Masih Berstatus Halal,Waspada Iklan Menggunakan Nama PERKESO Yang Menawarkan Perkhidmatan Ujian Saringan COVID-19,0.0
Waspada Alat Pengimbas Suhu Yang Tidak Menepati Piawaian Sirim Yang Dijual...,Bantuan Percuma Kerajaan 2023 Khas Sehingga RM2500 Adalah Tidak Benar,0.0
Lelaki Dipercayai Pengantin Diserang Sawan Bukan Dilanggar,Makluman Permohonan Internet Percuma Yang Diumumkan Kerajaan Sepanjang Tempoh PKP,0.0
Waspada Dari Mendedahkan Maklumat Bank Di Media Sosial Untuk Terima Duit...,Makluman: 50% Diskaun Bayaran Tol Sempena Hari Raya Aidilfitri 2025,0.0
Penjelasan Penahanan Pendatang Tanpa Izin Rohingya Di Langkawi,Waspada Dengan Penipuan Menggunakan Maklumat Peribadi Yang Diperolehi Melalui Bungkusan Pembelian...,0.0
Pendaftaran Pengundi 18 Tahun Belum Dilaksanakan,Kes Culik Untuk Dapat Organ Di Rompin?,0.0
Tiada Kes Penculikan Bayi 12 Bulan Di Daerah Gombak,Borang Permohonan Bantuan Ihsan COVID-19 Negeri Johor Yang Tular Di Media...,0.0
Jabatan Perangkaan Malaysia Tidak Pernah Mengeluarkan Kenyataan Atau Statistik Jumlah Pengangguran...,Dakwaan Bekas YAB PM Dilantik Sebagai Pengerusi Petronas Adalah Tidak Benar,0.0
Tiada Arahan Daripada KKM Kepada Pengunjung Sebuah Pasar Raya Besar Di...,Waspada Taktik Penipuan Tebus Mata Ganjaran Kad Kredit Melalui Pautan Pancing Data,0.0
"Pemberian Elaun Sebanyak RM3,000 Kepada Sesiapa Yang Dibuang Kerja Semasa Tempoh...",Waspada Taktik Penipuan Yang Menggunakan Logo Dan Nama KWSP Berkenaan Dakwaan Peningkatan Pencen Sebanyak 57%,0.0
Dakwaan Pesakit Positif COVID-19 Telah Ke Merata Tempat Sekitar Pekan Juasseh...,Klip Video Dera Anak Berkait Dengan Penculikan Tiga Orang Kanak-Kanak Di...,0.0
"Waspada Dalam Membuat Pelaburan, Kes Penipuan Firma Klon Meningkat","Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Sarawak, Labuan, dan Terengganu pada 28 Oktober 2025",0.0
37 Premis Di Pusat Beli Belah Taman Desa Tebrau Ditutup Kerana...,Dakwaan Bahawa Starbucks Telah Disahkan Haram Oleh JAKIM Adalah Tidak Benar,0.0
Dokumen Persiapan Awal Berhubung Cadangan Sama Ada PKP Tamat Atau Disambung...,Penjelasan Dakwaan MyKid Dimansuhkan,0.0
Waspada Tawaran Pelaburan Palsu Guna Nama Dan Logo ASNB,Waspada Taktik Penipuan yang Menggunakan Teknologi AI Dengan Menyalahgunakan Muka dan Suara Menteri KPWKM,0.0
Lelaki Didakwa Positif COVID-19 Terbaring Di Hadapan Kedai Sebenarnya Sakit Jantung,JAKIM Tiada Kaitan Dengan Surat Pelaburan Patuh Syariah Yang Meminta Pelanggan Memindahkan Wang,0.0
Menteri Kesihatan Tidak Pernah Mengeluarkan Kenyataan Berkenaan Hukuman Jika Lakukan Aktiviti...,Seorang Lelaki Meninggikan Suara Kepada Anggota Polis Ketika Ditahan Dalam Sekatan...,0.0
Dakwaan Wanita Hamil Yang Positif COVID-19 Di Kuala Krai Disahkan Negatif...,Makluman: Harga Runcit Produk Petroleum Bagi Tempoh 23 Oktober hingga 29 Oktober 2025,0.0
Dakwaan Seorang Wanita Menggunakan Kabel Polis Dungun Untuk Rentas Negeri Adalah...,Waspada Aplikasi Palsu Yang Meminta Maklumat Ahli KWSP Berkenaan Permohonan i-Sinar,0.0
Dakwaan Terdapat Kes Baharu COVID-19 Di Kuala Pilah Adalah Tidak...,"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia di Sarawak, Labuan, dan Terengganu pada 29 Oktober 2025",0.0
Produk Brown Sugar Bubble Tea Ball Tidak Memiliki Pengesahan Halal Dari...,Memo “Penutupan Sementara Sebarang Aktiviti Pelancongan Di Perairan Timur Sabah” Adalah Tidak Benar,0.0
Mesej Tular Berkenaan Gelombang Haba Akan Melanda Semasa Fenomena Ekuinoks Adalah...,Arahan Perintah Berkurung Di Fakulti Perubatan UNISZA Adalah Palsu,0.0
Dakwaan Jalan Pasar Pudu Dikenakan PKPD Adalah Tidak Benar,Talian Hotline Yang Menggunakan Nombor Mudah Alih Untuk Setiap Daerah JKM...,0.0
Klip Video Yang Mendakwa Kononnya Sekumpulan Warga Rohingya Memukul Anggota MPS...,Waspada Penipuan Jual Beli Dalam Talian,0.0
Dakwaan Bahawa KPM Ada Menyatakan Pembukaan Semula Sekolah Adalah Tidak Benar,"Gunung Kenderung, Gerik Tidak Selamat Didaki?",0.0
Bukan Bazar Ramadan Yang Dibuka Di Kampung Pandan,Waspada Produk-Produk Kosmetik Yang Mengandungi Racun Berjadual,0.0
Dakwaan Nota Suara Melalui WhatsApp Kononnya Ada Pesakit COVID-19 Dikesan Di...,"Tawaran Iklan Permohonan Terbuka Rumah Mampu Milik, Skim MyHome, MyDeposit Dan Bina Rumah Atas Tanah Sendiri Di Bawah SPP Kurang Tepat",0.0
Ayam Di Pasar Raya Bebas Daripada Jangkitan COVID-19,Hospital Sungai Buloh Minta Sumbangan Kelengkapan Pelindung Diri Bagi Merawat Pesakit...,0.0
Dakwaan Pergerakan Dalam Sarawak Tidak Perlu Surat Kebenaran Daripada Pihak Polis...,Waspada Notis Palsu Berkaitan Siasatan Penyebaran Pornografi Kanak-Kanak Yang Menyalahgunakan Nama Dan Logo SPRM,0.0
Iklan Jawatan Kosong Dan Temuduga Pengambilan Pekerja Pada 8 Mei 2020...,Waspada Iklan Menggunakan Nama PERKESO Yang Menawarkan Perkhidmatan Ujian Saringan COVID-19,0.0
Individu Dari Zon Merah Dan Pulang Dari Luar Negara Ke Perlis...,Tiada Sebarang Arahan Penutupan Pondok-Pondok Tidak Berdaftar di Kelantan dan Kedah Oleh Kerajaan Persekutuan,0.0
Hotel-Hotel Ditutup Sementara Kerana Dalam Proses Penjualan Kepada Pihak Ketiga,Waspada Fenomena Air Pasang Ekstrem (Banjir Pantai) Melibatkan Beberapa Kawasan di Selangor dari 7 hingga 10 Oktober 2025,0.0
"Orang Ramai Di Pusat Belian Borong Kenanga Merupakan Pekerja, Bukan Pengunjung...",Makluman: Dasar BDR Sempena Sidang Kemuncak ASEAN Bermula Pada 23 Oktober 2025 hingga 28 Oktober 2025,0.0
Waspada Sindiket Penipuan Emel Yang Menggunakan Nama Ahli Lembaga Pengarah TM,"Bantuan RM1,200 Dikreditkan Ke Dalam MyKad Adalah Tidak Benar",0.0
"Dakwaan Video Yang Memaparkan Kesesakan Pelanggan Di Pasar Borong Batu Berendam,...",Waspada Terhadap Sebarang Bentuk Pelaburan Yang Ditawarkan Melalui Aplikasi Telegram,0.0
Dakwaan Pesakit COVID-19 Lari Dari Hospital Di Negeri Johor Adalah Tidak...,Makluman Tarikh-Tarikh Peperiksaan SPM 2020 Adalah Palsu,0.0
Peniaga Di Pasar Besar Seremban Hanya Perlu Hadir Jalani Saringan Ujian...,Sistem Pengurusan Pembiayaan LPPSA Akan Ditutup Sementara Pada 14 Dis 2018...,0.0
Tiada Pencerobohan Bot Nelayan Asing Vietnam Di Perairan Dungun,"Dakwaan Kakitangan Hospital Pakar Sultanah Fatimah, Muar Positif COVID-19 Adalah Palsu",0.0
Makluman Tarikh-Tarikh Peperiksaan SPM 2020 Adalah Palsu,SPRM Hantar Surat Untuk Tutup Kes?,0.0
Infografik Berkenaan Saranan KP Kesihatan Kepada Rakyat Malaysia Adalah Palsu,"Mesej Tular Berkenaan Saman RM300, RM200 Dan RM150 Bagi Pelaksanaan PKP...",0.0
Dokumen Berkenaan Garis Panduan Sambutan Aidilfitri Dalam Tempoh PKP Yang Bukan...,Sebaran Kandungan Berkenaan Subsidi BUDI95 Daripada 300 Liter kepada 200 Liter Dipertimbang Adalah Tidak Benar,0.0
Waspada Pihak Yang Menawarkan Khidmat/ Program/ Pelaburan Berbayar Menggunakan Nama MDEC,Waspada Panggilan Palsu Yang Menyamar Sebagai Pegawai CyberSecurity Malaysia (CSM),0.0
Jabatan Perangkaan Malaysia Tidak Pernah Mengeluarkan Statistik Berkaitan Pekerja Asing Tanpa...,"Penjualan Produk Jus Al Sunnah, Jus Al Sunnah Gold Dan Jus...",0.0
JAKIM Tidak Terlibat Dalam Pengiktirafan Majlis Ulama Rohingya,Dakwaan Bahawa YAB Perdana Menteri Dimasukkan Ke Hospital Ekoran Masalah Pembedahan Lalu Adalah Tidak Benar,0.0
Mesej Kononnya Dari KP Kesihatan Berkenaan Perkara Penting Pencegahan COVID-19 Kepada...,Waspada Halaman Facebook Palsu Yang Menyalahgunakan Nama & Logo MARDI,0.0
Dokumen SOP Pergerakan Pelajar IPT Yang Tular Di Media Sosial Adalah...,Waspada Panggilan Palsu Menggunakan Nama Kementerian Komunikasi Dan Digital,0.0
PETRONAS Tidak Menutup Operasi Pelantar Di Malaysia,Tempat Penyediaan Sate Tulang Jelebu Kotor?,0.0
"Penjelasan Penyelarasan Aktiviti Saringan COVID-19 Di Pusat Perubatan UIA, (IIUM) Kuantan",Waspada Tawaran Lesen Memandu “Terbang”,0.0
Waspada Terhadap Pihak Yang Cuba Mengambil Kesempatan Atas Perkembangan Terkini COVID-19...,Senarai Kawasan Zon Merah Di Kedah Adalah Palsu,0.0
"Klip Video Harimau Dijumpai Bukan Di FRIM, Kepong",Video Kekecohan Antara Penduduk Rumah Panjang Dengan Beberapa Anggota Polis Bukan Di Kawasan Pasai Siong Tengah,0.0
Borang Permohonan Bantuan Ihsan COVID-19 Negeri Johor Yang Tular Di Media...,"Dakwaan Bahawa Terdapat Sebuah Sekolah Di Seelong, Kulai Ditutup Akibat Penularan...",0.0
Dakwaan Mesej Kononnya Geran PRIHATIN PKS Boleh Dimohon Secara Manual Di...,"Plaza A, Plaza Tol Pantai , Lebuhraya SPRINT Ditutup Sementara, Namun...",0.0
Dakwaan Mesej Kononnya Sekolah Di Seluruh Malaysia Akan Dibuka Semula Pada...,Waspada SMS Yang Mengandungi Pautan Pancing Data Berkaitan Lesen Memandu Daripada MyJPJ,0.0
Waspada Iklan Menggunakan Nama PERKESO Yang Menawarkan Perkhidmatan Ujian Saringan COVID-19,Laporan Bertarikh 8 April 2020 Kononnya Solat Jumaat Tetap Diteruskan Adalah...,0.0
Wabak COVID-19 Di Daerah Ranau Bukan Berpunca Daripada 14 Individu Kluster...,Waspada Tawaran Lesen Memandu “Terbang”,0.0
Tiada Sebarang Aktiviti Perniagaan Warga Asing Di Tapak Parkir Pasar Borong...,Waspada Taktik Penipuan yang Menggunakan Nama Ketua Pegawai Eksekutif HASiL Melalui Aplikasi Permesejan WhatsApp,0.0
Waspada Ejen Atau Pihak Ketiga Kononnya Dari TEKUN Untuk Menguruskan Permohonan...,Waspada Terhadap Modus Operandi Pengambilalihan Akaun Aplikasi Komunikasi dan Penipuan Pinjaman Wang,0.0
Dakwaan ICU COVID-19 Hospital Sultanah Bahiyah Ditutup Adalah Palsu,Pendaftaran Pengundi 18 Tahun Belum Dilaksanakan,0.0
Duit BPN Dianggap Hangus Jika Tunggu Fasa Ke-2 Adalah Tidak Benar,Waspada Ejen Atau Pihak Ketiga Kononnya Dari TEKUN Untuk Menguruskan Permohonan...,0.0
